row_type,backend,N,iteration,measure,seconds
ITER,RUST,13,21,setup_A,0.126189
ITER,RUST,13,22,setup_A,0.127848
ITER,RUST,13,23,setup_A,0.126410
ITER,RUST,13,24,setup_A,0.129824
SUMMARY,RUST,13,,setup_A_avg,0.125056
ITER,RUST,14,0,setup_A,0.126566
ITER,RUST,14,1,setup_A,0.126401
ITER,RUST,14,2,setup_A,0.147841
ITER,RUST,14,3,setup_A,0.178436
ITER,RUST,14,4,setup_A,0.175984
ITER,RUST,14,5,setup_A,0.176952
ITER,RUST,14,6,setup_A,0.176562
ITER,RUST,14,7,setup_A,0.176103
ITER,RUST,14,8,setup_A,0.176680
ITER,RUST,14,9,setup_A,0.176348
ITER,RUST,14,10,setup_A,0.176116
ITER,RUST,14,11,setup_A,0.176177
ITER,RUST,14,12,setup_A,0.176207
ITER,RUST,14,13,setup_A,0.175840
ITER,RUST,14,14,setup_A,0.176369
ITER,RUST,14,15,setup_A,0.175830
ITER,RUST,14,16,setup_A,0.176214
ITER,RUST,14,17,setup_A,0.176099
ITER,RUST,14,18,setup_A,0.175764
ITER,RUST,14,19,setup_A,0.286794
ITER,RUST,14,20,setup_A,0.440091
ITER,RUST,14,21,setup_A,0.457041
ITER,RUST,14,22,setup_A,0.440770
ITER,RUST,14,23,setup_A,0.451022
ITER,RUST,14,24,setup_A,0.442736
SUMMARY,RUST,14,,setup_A_avg,0.229638
ITER,RUST,15,0,setup_A,0.443462
ITER,RUST,15,1,setup_A,0.459682
ITER,RUST,15,2,setup_A,0.447750
ITER,RUST,15,3,setup_A,0.372173
ITER,RUST,15,4,setup_A,0.292914
ITER,RUST,15,5,setup_A,0.292960
ITER,RUST,15,6,setup_A,0.292185
ITER,RUST,15,7,setup_A,0.220323
ITER,RUST,15,8,setup_A,0.220036
ITER,RUST,15,9,setup_A,0.219719
ITER,RUST,15,10,setup_A,0.220732
ITER,RUST,15,11,setup_A,0.199888
ITER,RUST,15,12,setup_A,0.176121
ITER,RUST,15,13,setup_A,0.175764
ITER,RUST,15,14,setup_A,0.176515
ITER,RUST,15,15,setup_A,0.176105
ITER,RUST,15,16,setup_A,0.178307
ITER,RUST,15,17,setup_A,0.152912
ITER,RUST,15,18,setup_A,0.148756
ITER,RUST,15,19,setup_A,0.146915
ITER,RUST,15,20,setup_A,0.148256
